additionalInfo,address,city,description,district,flatFloor,floorsCount,house,price,remoteness,remotenessType,roomsNumber,squareKitchen,squareLive,squareTotal,street,underground 
,"Москва, район Алексеевский, 3-я Мытищинская ул., 3к2",Москва,"Продаю чудесную трёхкомнатную квартиру в пешей доступности от метро Алексеевская (5 минут). Она расположена в ЖК Алексеево. Жилой комплекс огорожен и имеет подземную парковку. Во дворе расположены детские, спортивные площадки и зона отдыха и прогулок. Первый этаж занимают нежилые помещения: клиники, салон красоты, языковая школа и др.. Квартира расположена на 7 этаже 16-тиэтажного панельного дома 2011 года постройки. Окна квартиры смотрят в сторону благоустроенного двора. Общая площадь квартиры составляет 76 м. кв., комнат: 19/15/11 м. кв., кухни 12,8 м. кв., санузел раздельный, лоджия и балкон застеклены. В квартире выполнен идеальный капитальный ремонт с отделкой качественными стройматериалами. Заменены стеклопакеты, разводка труб и электричества. Установлены новые двери. На полу паркетная доска. Стены и потолок выравнены. Фото по запросу. Тамбур на 4 квартиры. Рядом богатая инфраструктура: магазины, банки, школы, гимназии, детские сады, фитнес центр и др.. Также недалеко расположены парки: Сокольники (10-15 минут пешком), ВДНХ, Останкинский, Ботанический сад. Очень удобный выезд на ТТК, в центр и на Ярославку в сторону МКАД. Свободная продажа! Собственность, 2 взрослых собственника. Полная цена в договоре. Без перепланировок. Ипотека приветствуется. Пакет документов для ипотеки собран. Оперативный показ. Быстрый выход на сделку.",район Алексеевский,7,17,д.3к2,23 200 000,5,пешком,3,"12,8",45,75,3-я Мытищинская ул.,м. Алексеевская
,"Москва, район Пресненский, 1-й Красногвардейский проезд, 21с1",Москва,"СУПЕР-ЦЕНА! ОПЕРАТИВНЫЙ ПОКАЗ! ЗВОНИТЕ! УСПЕЙТЕ КУПИТЬ МЕЧТУ!!! FOR ENGLISH PLEASE CALL OR WRITE TO WHATSAPP. Потрясающие просторные апартаменты в башне ОКО в ММДЦ Москва-Сити с восхитительными видами на МГУ, Поклонную гору и северо-запад столицы. Функциональная планировка: большая кухня-гостиная, спальня с собственным санузлом, холл, гостевой санузел. Небоскреб ОКО на территории ММДЦ Москва Сити. Две башни комплекса объединены платформой в виде кристалла. Разработчик проекта ОКО - ведущее международное архитектурное бюро SOM (Skidmore, Owings & Merrill LLP), авторы знаменитых высотных зданий символов XXI века. Витражная фасадная система из сплошного остекления. Дизайном внутренностного пространства небоскреба занимался знаменитый архитектор Массимо Йоза Гини. Башня ОКО - это: - Круглосуточная система охраны и безопасности комплекса! - Доступ к комплексу: 24/7. - Приятные респектабельные соседи. - Прекрасная инфраструктура (ресепшн, лобби, подземная парковка). - Пространство входной группы соответствует уровню пятизвездочного отеля. В небоскребе располагаются: большой СПА-комплекс, превосходный фитнес-центр Encore, кинозал, конференц-зал, бары и потрясающий ресторанный комплекс 354 на 83-84 этажах (RUSKI и INSIGHT).",район Пресненский,14,85,д.21с1,33 900 000,2,пешком,2,,65,77,1-й Красногвардейский проезд,м. Международная
,,,,,,,,,,,,,,,,
,"Москва, район Раменки, Мосфильмовская ул., 8",Москва,"ЭКСКЛЮЗИВНОЕ ПРЕДЛОЖЕНИЕ! ЗВОНИТЕ! FOR ENGLISH PLEASE CALL OR WRITE TO WHATSAPP. Теперь Вы можете купить квартиру в Доме на Мосфильмовской общей площадью 125 кв.м. Квартира имеет прекрасную планировку. Возможно спланировать 3 изолированные спальни, кухню-столовую, 3 санузла, гардеробные комнаты. Через панорамные окна можно наслаждаться великолепными видами на Москва-Сити, гольф поля, парк Победы, центр столицы. Многофункциональный жилой комплекс небоскрёбов Дом на Мосфильмовской расположен в одном из самых респектабельных районов столицы, на Воробьевых горах. ЖК имеет огороженную территорию, круглосуточную охрану, собственную систему жизнеобеспечения и подземный паркинг с автомойкой. На территории комплекса находится лингвистическая школа с возможностью проведения групповых и индивидуальных занятий, студия красоты и здоровья, бизнес-центр, служба консьерж, детские и спортивные площадки. Удобная транспортная развязка. Жилой комплекс ""Дом на Мосфильмовской"" был построен в 2011 году по проекту Сергея Скуратова и удостоен множества престижных зарубежных и российский премий.",район Раменки,29,53,д.8,48 647 248,20,пешком,3,,110,125,Мосфильмовская ул.,м. Парк Победы
,"Москва, район Ломоносовский, просп. Вернадского, 33",Москва,"Продаю светлую, теплую квартиру в кирпичном доме в ЮЗАО. Комнаты смежные, лоджия на 2 комнаты, с/у совмещен, квартира на 8 этаже, сверху тех.этаж. Рядом с домом д/сады, школы, ВУЗы, продуктовые магазины. Парк им. 50-летия Октября, Удальцовские пруды. ТСЖ. Перепланировок нет, 1 взрослый собственник. Свободная продажа! Быстро выйдем на сделку.",район Ломоносовский,8,8,д.33,8 350 000,10,пешком,2,6,"29,6","44,6",просп. Вернадского,м. Проспект Вернадского
,"Москва, район Братеево, Братеевская ул., 25К1",Москва,"Продаётся 3 комнатная квартира, в хорошем состоянии, рядом школа, детский сад, фитнес, множество различных магазинов, квартира более трёх лет в собственности, полная стоимость в договоре, оперативный показ. Торг.",район Братеево,1,14,д.25К1,7 800 000,10,пешком,3,8,39,63,Братеевская ул.,м. Борисово
,"Москва, район Мещанский, Цветной бул., 2",Москва,"Предлагается прекрасная видовая квартира 230 м2 с отделкой в классическом стие: 3 спальни, гостиная с кухней, 3 с/у. Встроенная мебель. О ДОМЕ Многофункциональный комплекс ""Легенда Цветного"" - один из примеров элитного домостроения на Цветном бульваре. Комплекс возведён по эксклюзивному архитектурному проекту в пешеходной доступности от станций метро ""Цветной бульвар"" и ""Трубная"". Архитектура комплекса выдержана в едином стиле ""хайтэк"", с большими остеклёнными площадями фасадов. Комплекс оснащён современными инженерными системами, в том числе девятью малошумными скоростными лифтами, оптико-волоконной линией связи и системой центрального кондиционирования и вентиляции помещений. Для безопасности жильцов в здании установили систему противопожарной сигнализации и многоуровневую охранную систему, действующую и на придомовой территории. К слову, двор комплекса огорожен. Отделка мест общего пользования и квартир соответствует, по словам застройщика, высочайшим требованиям. Использованы древесина редких пород, вставки из белой кожи на стенах, стеклянные стены и потолки с неоновой подсветкой. Квартиры в имеют просторные гостиные зоны и кухни. В каждой - минимум две спальни и индивидуальный санузел для каждой из них. Дополнительно в апартаментах предусмотрены специальные нежилые помещения, которые жильцы могут использовать для хранения одежды и белья.",район Мещанский,13,15,д.2,269 173 002,7,пешком,4,20,180,230,Цветной бул.,м. Цветной бульвар
,"Москва, район Коньково, ул. Бутлерова, 2К2",Москва,"Свободная продажа двухкомнатной квартиры с изолированными комнатами. Состояние хорошее, установлены стеклопакеты. Квартира не угловая, окна выходят в тихий двор. Рядом Воронцовский парк) Один собственник, полная цена в договоре. Оперативный показ. Быстрый выход на сделку. Ипотека приветствуется.",район Коньково,7,9,д.2К2,7 500 000,15,пешком,2,7,"29,5",46,ул. Бутлерова,м. Калужская
,"Москва, район Кунцево, Ельнинская ул., 20к1",Москва,"Продам квартиру с изолированными комнатами у метро Молодёжная (5 минут пешком). Комнаты изолированы. В одной из спален есть кладовка 5,4 м.кв.. Ипотека приветствуется. Приватизация - 3 собственника. Альтернатива. Рассмотрим варианты обмена. Оперативный показ.",район Кунцево,10,17,д.20к1,15 500 000,5,пешком,3,"10,2","43,8",78,Ельнинская ул.,м. Молодежная
,"Москва, район Щукино, Авиационная ул., 79",Москва,"ЛУЧШАЯ ЦЕНА ВО ВСЕМ КОМПЛЕКСЕ! ОПЕРАТИВНЫЙ ПОКАЗ! ЗВОНИТЕ! FOR ENGLISH PLEASE CALL OR WRITE TO WHATSAPP. Прекрасная квартира общей площадью 127 м2. Функциональная планировка: кухня-гостиная, три изолированные спальни, 2 санузла с ванной комнатой и просторный холл. Квартира полностью меблирована и укомплектована всей необходимой техникой. Из окон открываются потрясающие виды на водную гладь Москва-реки. Расположение на границе природных пространств Серебряного Бора и Строгинской поймы Москвы-реки гарантирует жителям Алых Парусов великолепную экологию и роскошные окружающие виды. Жилой комплекс построен в нескольких минутах езды от Волоколамского и Ленинградского шоссе, позволяющих быстро добраться до Третьего транспортного кольца и центральной части города. Также неподалеку проходит скоростное Звенигородское шоссе, которое обеспечивает безостановочное движение в центр города всего за 15 минут. В шаговой доступности расположена станция метро Щукинская. На территории комплекса работают частный детский сад, ресторан, кафе, супермаркет, салоны красоты, приемные пункты химчистки, автомойки, кафе-пекарня и медицинский центр. Роскошно оформленная территория площадью 15 га с 500- метровой двухуровневой прогулочной набережной, фонтанами, альпийским садом, яхт-клубом, маяком и рестораном с ротондой. Также на территории находятся: - Спортивный центр с бассейном; - SPA с банями и саунами; - Тренажерный зал, теннисный корт и профессиональное футбольное поле.",район Щукино,28,40,д.79,37 999 999,14,пешком,4,,120,127,Авиационная ул.,м. Щукинская
,"Москва, район Щукино, Авиационная ул., 79В",Москва,"ЛУЧШАЯ ЦЕНА ВО ВСЕМ КОМПЛЕКСЕ! ОПЕРАТИВНЫЙ ПОКАЗ! ЗВОНИТЕ! FOR ENGLISH PLEASE CALL OR WRITE TO WHATSAPP. Прекрасная квартира общей площадью 150 м2. Функциональная планировка: кухня, гостиная, две спальни, два санузла с ванной комнатой, один гостевой санузел, просторный холл. Квартира полностью меблирована и укомплектована всей необходимой техникой. Из окон открываются потрясающие виды на водную гладь Москва-реки. Расположение на границе природных пространств Серебряного Бора и Строгинской поймы Москвы-реки гарантирует жителям Алых Парусов великолепную экологию и роскошные окружающие виды. Жилой комплекс построен в нескольких минутах езды от Волоколамского и Ленинградского шоссе, позволяющих быстро добраться до Третьего транспортного кольца и центральной части города. Также неподалеку проходит скоростное Звенигородское шоссе, которое обеспечивает безостановочное движение в центр города всего за 15 минут. В шаговой доступности расположена станция метро Щукинская. На территории комплекса работают частный детский сад, ресторан, кафе, супермаркет, салоны красоты, приемные пункты химчистки, автомойки, кафе-пекарня и медицинский центр. Роскошно оформленная территория площадью 15 га с 500- метровой двухуровневой прогулочной набережной, фонтанами, альпийским садом, яхт-клубом, маяком и рестораном с ротондой. Также на территории находятся: - Спортивный центр с бассейном; - SPA с банями и саунами; - Тренажерный зал, теннисный корт и профессиональное футбольное поле.",район Щукино,37,40,д.79В,59 990 000,14,пешком,3,,130,150,Авиационная ул.,м. Щукинская
,"Москва, район Алексеевский, 3-я Мытищинская ул., 3к1",Москва,"Продаю чудесную однокомнатную квартиру в пешей доступности от метро Алексеевская (5 минут). Она расположена в ЖК Алексеево. Жилой комплекс огорожен и имеет подземную парковку. Во дворе расположены детские, спортивные площадки и зона отдыха и прогулок. Первый этаж занимают нежилые помещения: клиники, салон красоты, языковая школа и др.. Квартира расположена на 8 этаже 16-тиэтажного панельного дома 2011 года постройки. Окна квартиры смотрят в сторону благоустроенного двора. Общая площадь квартиры составляет 38 м. кв., комнаты 18,5 м. кв., кухни 8 м. кв., санузел совмещен и в плитке, лоджия с выходом из комнаты и застеклена. Квартира с отделкой от застройщика. Тамбур на 4 квартиры. Рядом богатая инфраструктура: магазины, банки, школы, гимназии, детские сады, фитнес центр и др.. Также недалеко расположены парки: Сокольники (10-15 минут пешком), ВДНХ, Останкинский, Ботанический сад. Очень удобный выезд на ТТК, в центр и на Ярославку в сторону МКАД. Свободная продажа! Собственность, 1 взрослый собственник. Полная цена в договоре. Без перепланировок. Ипотека приветствуется. Оперативный показ. Быстрый выход на сделку.",район Алексеевский,8,17,д.3к1,11 200 000,4,пешком,1,8,"18,5",38,3-я Мытищинская ул.,м. Алексеевская
,"Москва, район Южное Бутово, Веневская ул., 7",Москва,"Великолепная трёхкомнатная квартира П-44. Все комнаты изолированные, просторный холл и кухня, раздельный сан/узел, большая лоджия застеклена и выходит в сторону метро. Квартира ухоженная, чистая. Перепланировок не было, документы для ипотеки и ООП готовы. Три взрослых собственника. Семья вселилась с момента постройки дома. Приватизация 2011 года. Полная цена в договоре. Подобрали две квартиры в Подмосковье. Рядом несколько торговых центров, в 3 минутах пешком две станции метро (ул. Скобелевского и бульвар Адмирала Ушакова), школы, детские сады, ФОК, лес. Альтернатива подобрана. Ипотека приветствуется. Документы готовы. Оперативный показ, быстрый выход на сделку.",район Южное Бутово,17,17,д.7,9 400 000,5,пешком,3,"10,2","45,5",78,Веневская ул.,м. Улица Скобелевская
,"Москва, район Пресненский, 1-й Красногвардейский проезд, 21с2",Москва,"СУПЕР-ЦЕНА! ОПЕРАТИВНЫЙ ПОКАЗ! ЗВОНИТЕ! УСПЕЙТЕ КУПИТЬ МЕЧТУ!!! FOR ENGLISH PLEASE CALL OR WRITE WHATSAPP. Потрясающие просторные апартаменты в башне ОКО в ММДЦ Москва-Сити с восхитительными видами небоскребы Сити и северо-запад столицы. Функциональная планировка: большая кухня-гостиная, две спальни с собственными санузлами, холл, гостевой санузел. Небоскреб ОКО на территории ММДЦ Москва Сити. Две башни комплекса объединены платформой в виде кристалла. Разработчик проекта ОКО - ведущее международное архитектурное бюро SOM (Skidmore, Owings & Merrill LLP), авторы знаменитых высотных зданий символов XXI века. Витражная фасадная система из сплошного остекления. Дизайном внутренностного пространства небоскреба занимался знаменитый архитектор Массимо Йоза Гини. Башня ОКО - это: - Круглосуточная система охраны и безопасности комплекса! - Доступ к комплексу: 24/7. - Приятные респектабельные соседи. - Прекрасная инфраструктура (ресепшн, лобби, подземная парковка). - Пространство входной группы соответствует уровню пятизвездочного отеля. В небоскребе располагаются: большой СПА-комплекс, превосходный фитнес-центр Encore, кинозал, конференц-зал, бары и потрясающий ресторанный комплекс 354 на 83-84 этажах (RUSKI и INSIGHT).",район Пресненский,35,85,д.21с2,78 999 999,2,пешком,3,,170,190,1-й Красногвардейский проезд,м. Международная
,"Москва, район Пресненский, 1-й Красногвардейский проезд, 21с2",Москва,"СУПЕР-ЦЕНА! ОПЕРАТИВНЫЙ ПОКАЗ! ЗВОНИТЕ! УСПЕЙТЕ КУПИТЬ МЕЧТУ!!! FOR ENGLISH PLEASE CALL OR WRITE TELEGRAM. Потрясающие просторные апартаменты в башне ОКО в ММДЦ Москва-Сити с восхитительными видами на МГУ, Поклонную гору и северо-запад столицы. Функциональная планировка: большая кухня-гостиная, спальня с собственным санузлом, холл, гостевой санузел. Небоскреб ОКО на территории ММДЦ Москва Сити. Две башни комплекса объединены платформой в виде кристалла. Разработчик проекта ОКО - ведущее международное архитектурное бюро SOM (Skidmore, Owings & Merrill LLP), авторы знаменитых высотных зданий символов XXI века. Витражная фасадная система из сплошного остекления. Дизайном внутренностного пространства небоскреба занимался знаменитый архитектор Массимо Йоза Гини. Башня ОКО - это: - Круглосуточная система охраны и безопасности комплекса! - Доступ к комплексу: 24/7. - Приятные респектабельные соседи. - Прекрасная инфраструктура (ресепшн, лобби, подземная парковка). - Пространство входной группы соответствует уровню пятизвездочного отеля. В небоскребе располагаются: большой СПА-комплекс, превосходный фитнес-центр Encore, кинозал, конференц-зал, бары и потрясающий ресторанный комплекс 354 на 83-84 этажах (RUSKI и INSIGHT).",район Пресненский,14,85,д.21с2,32 900 000,2,пешком,2,,60,70,1-й Красногвардейский проезд,м. Международная
,,,,,,,,,,,,,,,,
,"Москва, район Головинский, Онежская ул., 9/4кБ",Москва,"Продам трехкомнатную квартиру расположенную на первом этаже пятиэтажного кирпичного дома. Комнаты все изолированы, квартира без балкона, но есть две вместительные кладовки. Окна все в тихий двор. 2 взрослых собственника. Полная цена в договоре. Или обменяем на квартиру в области с доплатой. Без перепланировок. Полная цена в договоре. Ипотека приветствуется.",район Головинский,1,5,д.9/4кБ,9 200 000,5,на машине,3,8,"44,7","76,6",Онежская ул.,м. Коптево
,"Москва, район Лефортово, Авиамоторная ул., 22/12",Москва,"Продается замечательная квартира в 1- й минуте ходьбы от ст. Метро Авиамоторная и в 3-х минутах от жд станции Новая.Просторный зал и небольшая комната( оборудованная под студию), совмещенный санузел,миниатюрная кухня,застекленная лоджия,есть возможность перепланиповки( меж комнатные стены не несущие.Дом является памятником архитектуры и стоит в очереди на капитальную реконструкцию( с переселением жильцов в новые квартиры ),район с очень развитой инфраструктурой, прямо в доме расположен большой продуктовый магазин, множество школ образовательных и спортивных, медицина, банки, шопинг, удобная транспортная развязка ,удобный выезд на ТТК, до красной площади 15-20 транспортом!Один взрослый собственник, в собственности около 9 лет!",район Лефортово,5,5,д.22/12,9 500 000,,,2,3,36,48,Авиамоторная ул.,
,"Москва, район Пресненский, 1-й Красногвардейский проезд, 15",Москва,"ЭКСКЛЮЗИВ! ЛУЧШАЯ ЦЕНА ВО ВСЕМ КОМПЛЕКСЕ! ОПЕРАТИВНЫЙ ПОКАЗ! ЗВОНИТЕ! FOR ENGLISH PLEASE CALL OR WRITE TO WHATSAPP. Теперь Вы можете купить прекрасные апартаменты в ММДЦ Москва-Сити (башня ""Меркурий""). Апартаменты в Сити с невероятными видами на небоскребы, набережную Москва-реки и юго-запад столицы (МГУ, Воробьевы горы, Поклонная гора). Высокие потолки (3.8 метра), панорамные окна и свободная планировка помещения позволяют воплотить все Ваши мечты в реальность. Преимущества башни: - В башне установлены высокоскоростные лифты Thyssenkrupp. - Выполнена дорогая отделка общих зон (травертин, оникс). - Круглосуточная охрана. - Отдельная входная группа, соответствующая уровню 5 звездочного отеля. - Пропускная система безопасности. Башня Меркурий в ММДЦ Москва-Сити обладает прекрасной инфраструктурой. Там располагаются: кафе, рестораны, салоны красоты, химчистка, банк и другие заведения, соответствующего уровня, обеспечивающие комфорт и удобство проживания.",район Пресненский,45,75,д.15,65 471 000,2,пешком,3,,150,"165,5",1-й Красногвардейский проезд,м. Выставочная
,"Москва, район Пресненский, наб. Пресненская, 6с2",Москва,"ЛУЧШАЯ ЦЕНА! ОПЕРАТИВНЫЙ ПОКАЗ! ЗВОНИТЕ В ЛЮБОЕ ВРЕМЯ! Теперь Вы можете купить прекрасный апартамент в ММДЦ Москва-Сити (башня ""Империя""). Превосходное помещение без отделки общей площадью 126 м2. Панорамное остекление и высокий этаж открывают восхитительные виды на небоскребы Сити и центр столицы. Комплекс Империя в ММДЦ Москва-Сити находится на первой линии и обладает прекрасной инфраструктурой (фитнес-клуб, рестораны, аптеки, химчистки, банки).",район Пресненский,46,60,д.6с2,39 999 999,2,пешком,2,,100,126,наб. Пресненская,м. Деловой центр
,"Москва, район Якиманка, ул. Большая Якиманка, 32",Москва,"СВОБОДНАЯ ПРОДАЖА! Исторический центр Москвы.Продается квартира в ЦАО, район Якиманка, улица Большая Якиманка, дом 32. Район один из самых живописных в Москве. Рядом детские сады, школы, магазины, фитнес-клуб и бассейн, кафе. Много мест для досуга и отдыха: ночные клубы, кинотеатры, театры, музеи, Нескучный сад. Отличная транспортная доступность благодаря непосредственной близости Садового кольца и нескольких станций метро. Дом 1967 г, кап ремонт (утеплен фасад, заменено остекление, инженерные сети) в 2009 году.",район Якиманка,5,12,д.32,18 000 000,6,пешком,4,6,"46,1",65,ул. Большая Якиманка,м. Полянка
,"Москва, район Тропарево-Никулино, ул. Академика Анохина, 5К1",Москва,"Продается 3-х комнатная квартира, кухня совмещена с большой комнатой и две изрлированные комнаты, 2-а совмещенных санузла, душевая кабина, встроенная кухня, шкафы КУПЭ, стеклопакеты, на окнах решетки, огороженная и охраняемая территория, закрытый и благоустроенный двор, полная стоимость в договоре, свободна",район Тропарево-Никулино,1,17,д.5К1,10 800 000,9,пешком,3,"10,1",44,"72,2",ул. Академика Анохина,м. Юго-Западная
,"Москва, район Пресненский, 1-й Красногвардейский проезд, 21с1",Москва,"СУПЕР-ЦЕНА! ОПЕРАТИВНЫЙ ПОКАЗ! ЗВОНИТЕ! УСПЕЙТЕ КУПИТЬ МЕЧТУ!!! FOR ENGLISH PLEASE CALL OR WRITE TELEGRAM. Потрясающие просторные апартаменты в башне ОКО в ММДЦ Москва-Сити с восхитительными видами на МГУ, Поклонную гору и северо-запад столицы. Функциональная планировка: большая кухня-гостиная, спальня с собственным санузлом, холл, гостевой санузел. Небоскреб ОКО на территории ММДЦ Москва Сити. Две башни комплекса объединены платформой в виде кристалла. Разработчик проекта ОКО - ведущее международное архитектурное бюро SOM (Skidmore, Owings & Merrill LLP), авторы знаменитых высотных зданий символов XXI века. Витражная фасадная система из сплошного остекления. Дизайном внутренностного пространства небоскреба занимался знаменитый архитектор Массимо Йоза Гини. Башня ОКО - это: - Круглосуточная система охраны и безопасности комплекса! - Доступ к комплексу: 24/7. - Приятные респектабельные соседи. - Прекрасная инфраструктура (ресепшн, лобби, подземная парковка). - Пространство входной группы соответствует уровню пятизвездочного отеля. В небоскребе располагаются: большой СПА-комплекс, превосходный фитнес-центр Encore, кинозал, конференц-зал, бары и потрясающий ресторанный комплекс 354 на 83-84 этажах (RUSKI и INSIGHT).",район Пресненский,11,85,д.21с1,43 990 000,3,пешком,2,,90,115,1-й Красногвардейский проезд,м. Международная
,"Москва, район Вешняки, ул. Старый Гай, 10",Москва,"Продается 3-х комнатная квартира (распашенка) с хорошим ремонтом, мебель частично остается. Планировка: 3 изолированные комнаты (21, 13 и 10 кв. м.), большая прихожая (6,5 кв. м), кухня (6 кв. м), сан. узел раздельный, большая застекленная лоджия. Полная стоимость в договоре купли-продажи. Возможен торг.",район Вешняки,3,9,д.10,7 799 990,24,пешком,3,6,44,59,ул. Старый Гай,м. Новогиреево
,"Москва, Зеленоград, район Старое Крюково, к906",Москва,"Продается 3-х комнатная квартира а хорошем состоянии, все комнаты изолированы, большая 6- иметровая лоджия, хороший вид из окон, полная стоимость в договоре",Зеленоград,11,16,д.к906,6 900 000,,,3,8,43,64,район Старое Крюково,
,"Москва, район Южное Бутово, Изюмская ул., 47",Москва,"Пр.одаю 1-х комнатную Свободную квартиру в Бутово. м. улица Скобелевская. улица Изюмская дом 47. 12 этаж 14-ти этажного дома. Общая площадь 37.7 кв.м. Комната 17 кв.м.. Кухня 8.4 кв.м. Лоджия из кухни. Санузел раздельный. Окна в тихий переулок.Свободная продажа.без альтернатив. Полная стоимость в договоре. Состояние обычное,жилое.",район Южное Бутово,12,14,д.47,5 700 000,13,пешком,1,"8,4",17,"37,7",Изюмская ул.,м. Улица Скобелевская
,,,,,,,,,,,,,,,,
,"Москва, район Свиблово, проезд Нансена, 3",Москва,"Продаю 2-х комнатную квартиру. в шаговой доступности от метро Ботанический сад. проезд Нансена д.3. Дом Бизнес-класса. Обшая пл.80.6м. Две изолированные комнаты 20 и 17. Сделан качественный дорогой ремонт. Импортная ,сантехника, . Кухня 14 метров. 2 лоджии. Подьезд с консьержем. Окна во двор. Квартира в собственности более 5ти лет, один собственник , прозрачные документы.Квартира в хорошем состоянии. Рядом зона отдыха с прудом.Въехал и можно жить.",район Свиблово,5,17,д.3,13 000 000,11,пешком,2,14,37,80,проезд Нансена,м. Свиблово
,"Москва, район Отрадное, ул. Римского-Корсакова, 14",Москва,"Кирпичный дом 1989 года постройки. Чистый подъезд. Окна в тихий зеленый двор. Развитая инфраструктура. Во дворе несколько детских садов и школ, ледовый дворец ""Синяя птица"". Один взрослый собственник. Полная стоимость в ДКП. Перепланировок нет.",район Отрадное,5,16,д.14,9 000 000,15,пешком,2,9,32,53,ул. Римского-Корсакова,м. Отрадное
,"Москва, район Северный, бул. Академика Ландау, 1",Москва,"Свободная продажа! Один взрослый собственник. Никто не прописан. ЖК ""Северный"", корпус 7. Застройщик - ""ПИК"". Дом сдан в 2017 году, заселяется. 1,5 км. от МКАД, 10 мин. от м. Алтуфьево, развитая инфраструктура, Рядом ТЦ РИО и магазин МЕТРО. Во дворе строятся д/с и школа. Вокруг ЖК лесопарковая зона. Большая кухня - 12,5 кв.м. с лоджией. Подъезд 3. Окна на солидную коттеджную застройку (см. фото).",район Северный,5,15,д.1,5 650 000,,,1,"12,5",17,"40,1",бул. Академика Ландау,
,"Москва, район Раменки, Мосфильмовская ул., 88",Москва,"ЖК Мосфильмовский (корпус 7). Выставлена на продажу квартира с Эксклюзивным ремонтом. Дизайн квартиры выполнен в классическом стиле, вся мебель подобрана со вкусом и дополнена предметами интерьера. Планировка квартиры распашонка. Свободный холл с встроенным гардеробом. Две изолированные комнаты. Кухня + гостинная. Дом Бизнес класса - огороженная территория, подземная парковка лифт спускается из холла, охрана и видеонаблюдение. Охрана. КПП. Жилой Комплекс Мосфильмовский имеет удобную локацию в своем расположении и быстрый выезд на главные проспекты округа- Кутузовский, Мичуринский и проспект Вернадского. Две станции метро в пешей доступности. А первые этажи Жилого комплекса полностью отведены под инфраструктуру и уже открыты продуктовый магазин Азбука вкуса, Фреш-Маркет, салоны красоты, Фитнесс-центр с бассейном.Смотрите фото, ждем Ваших предложений.",район Раменки,2,21,д.88,40 000 000,7,пешком,3,,60,85,Мосфильмовская ул.,м. Раменки
,"Москва, район Марьино, Новочеркасский бул., 42",Москва,"Продается уютная двухкомнатная квартира с хорошим ремонтом, рядом с метро Марьино (500м) 14 эт/22-х этажного дома. Общая площадь 57,8 кв.м, кухня 9,5 кв.м, две изолированные комнаты 14 и 20 кв.м., раздельный санузел, просторный коридор, остекленная лоджия. Кондиционер, новые испанские двери, полы: ламинат и плитка. Линейное расположение (окна на одну сторону, в тихий двор). На этаже общий тамбур на 4 квартиры. 1 грузовой лифт, два пассажирских. Приватизация более 4х лет. Первые собственники. Альтернатива на 1-комнатную в том же районе. (или обмен). Развитая инфраструктура, все необходимое - в пешей доступности. Прямая продажа от собственников без посредников. Агентов просьба не беспокоить с предложением своих услуг.",район Марьино,14,22,д.42,8 500 000,9,пешком,2,"9,5",34,"57,8",Новочеркасский бул.,м. Марьино
